Applicant,FacilityType,Status,FoodItems,Latitude,Longitude
Park's Catering,Truck,EXPIRED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.74572922168844,-122.3877976508368
Park's Catering,Truck,EXPIRED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.74176064966551,-122.3890979701946
Cochinita,Truck,EXPIRED,Mexican Food: Yucatan Food: Street Food,37.7831711043434,-122.39290104947858
Park's Catering,Truck,EXPIRED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.74671130304029,-122.3921503194526
Park's Catering,Truck,EXPIRED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.74758627625646,-122.39886570079622
Park's Catering,Truck,EXPIRED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.746755554477474,-122.40090627035904
Cochinita,Truck,EXPIRED,Mexican Food: Yucatan Food: Street Food,37.779051111573146,-122.39830388133372
Park's Catering,Truck,EXPIRED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.74378392338268,-122.40378882961043
Park's Catering,Truck,EXPIRED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.74761607223309,-122.40197697572432
Cochinita,Truck,EXPIRED,Mexican Food: Yucatan Food: Street Food,37.77838430096904,-122.43878238856672
Cochinita,Truck,EXPIRED,Panushos: Salbutes: Salad: Rice: Beans: Cochinita: etc.,37.752822368121485,-122.4055319192157
Datam SF LLC dba Anzu To You,Truck,EXPIRED,Asian Fusion - Japanese Sandwiches/Sliders/Misubi,37.805885350100986,-122.41594524663743
"San Francisco Street Foods, Inc.",Push Cart,EXPIRED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,37.78351335124536,-122.40081339110536
